PK,event_timestamp,INDE,IDADE,IAA,IEG,IPS,IPP,IDA,IPV,DEFASAGEM
RA-8512024,2026-03-06 11:33:59.499006+00:00,6.211460211,10,9.0,7.3,5.6,5.6,6.0,5.1,1.0
RA-10282024,2026-03-06 11:33:59.499006+00:00,7.14043386,12,8.0,7.1,5.6,6.9,7.5,8.4,1.0
RA-9222024,2026-03-06 11:33:59.499006+00:00,8.520995455,9,9.0,9.5,7.5,7.8,7.8,8.2,0.0
RA-6842024,2026-03-06 11:33:59.499006+00:00,7.769381818,9,10.0,9.1,7.5,7.5,4.3,8.0,0.0
RA-10312024,2026-03-06 11:33:59.499006+00:00,6.875722727,11,9.5,8.6,7.5,5.3,6.3,5.8,1.0
RA-8922024,2026-03-06 11:33:59.499006+00:00,8.6977,9,8.0,10.0,7.5,8.1,8.8,7.9,0.0
RA-10292024,2026-03-06 11:33:59.499006+00:00,7.797790909,10,9.0,8.8,6.9,7.5,8.8,7.3,1.0
RA-10322024,2026-03-06 11:33:59.499006+00:00,8.01645,11,8.5,9.8,7.5,7.8,8.0,7.9,1.0
RA-8942024,2026-03-06 11:33:59.499006+00:00,8.67895,10,10.0,10.0,7.5,8.4,9.5,8.4,1.0
RA-14012024,2026-03-06 11:33:59.499006+00:00,8.118827778,13,6.9,8.9,7.5,7.8,10.0,8.1,1.0
RA-8962024,2026-03-06 11:33:59.499006+00:00,8.285245455,8,8.5,9.8,7.5,8.1,6.5,8.1,0.0
RA-6932024,2026-03-06 11:33:59.499006+00:00,8.907995455,9,10.0,9.5,9.4,7.8,8.0,8.4,0.0
RA-7432024,2026-03-06 11:33:59.499006+00:00,7.655745455,11,9.0,9.3,7.5,7.5,7.0,7.5,1.0
RA-6812024,2026-03-06 11:33:59.499006+00:00,6.039881818,11,9.5,7.8,6.3,5.6,2.5,6.7,1.0
RA-10352024,2026-03-06 11:33:59.499006+00:00,7.833495455,10,9.5,9.0,7.5,8.4,7.0,7.9,1.0
RA-8502024,2026-03-06 11:33:59.499006+00:00,7.864245455,10,10.0,9.3,6.3,7.5,7.8,7.9,1.0
RA-14022024,2026-03-06 11:33:59.499006+00:00,8.588040909,10,10.0,9.5,7.5,8.4,7.3,8.2,0.0
RA-14032024,2026-03-06 11:33:59.499006+00:00,8.257421862,11,9.0,9.3,7.5,8.4,8.8,8.3,1.0
RA-14042024,2026-03-06 11:33:59.499006+00:00,8.397131818,9,8.5,9.1,7.5,8.4,7.5,8.2,0.0
RA-9232024,2026-03-06 11:33:59.499006+00:00,7.688609091,9,8.0,8.0,7.5,8.1,5.5,8.2,0.0
RA-8472024,2026-03-06 11:33:59.499006+00:00,5.009290909,11,9.0,4.5,5.0,7.5,1.0,6.2,1.0
RA-14052024,2026-03-06 11:33:59.499006+00:00,8.474972727,10,8.0,8.6,7.5,8.1,8.8,8.2,0.0
RA-14062024,2026-03-06 11:33:59.499006+00:00,7.818677273,10,8.0,8.9,7.5,8.4,7.5,8.3,1.0
RA-14072024,2026-03-06 11:33:59.499006+00:00,7.546086364,10,10.0,9.3,7.5,7.8,5.8,7.5,1.0
RA-14082024,2026-03-06 11:33:59.499006+00:00,7.626768182,11,10.0,8.4,7.5,8.4,6.8,7.5,1.0
RA-14092024,2026-03-06 11:33:59.499006+00:00,7.863131818,10,10.0,9.1,7.5,8.4,7.3,7.5,1.0
RA-14102024,2026-03-06 11:33:59.499006+00:00,7.531927273,11,9.0,8.1,7.5,8.8,6.3,8.2,1.0
RA-8742024,2026-03-06 11:33:59.499006+00:00,7.023593939,10,9.5,4.7,6.3,8.8,7.8,7.9,1.0
RA-14112024,2026-03-06 11:33:59.499006+00:00,6.88695,11,9.0,9.5,6.3,8.4,2.8,7.8,1.0
RA-14122024,2026-03-06 11:33:59.499006+00:00,9.204671862,10,10.0,9.3,7.5,8.8,9.8,8.8,0.0
RA-6902024,2026-03-06 11:33:59.499006+00:00,7.385368182,11,7.9,8.4,7.5,8.4,6.3,7.8,1.0
RA-14132024,2026-03-06 11:33:59.499006+00:00,7.747564719,12,9.0,8.6,7.5,8.4,7.3,7.9,1.0
RA-14142024,2026-03-06 11:33:59.499006+00:00,8.840007359,10,9.5,9.3,6.9,8.8,8.5,8.8,0.0
RA-9952024,2026-03-06 11:33:59.499006+00:00,5.110372078,12,10.0,5.4,5.6,7.2,2.0,4.3,1.0
RA-8532024,2026-03-06 11:33:59.499006+00:00,7.986866667,10,8.5,9.6,6.3,8.3,6.3,7.6,0.0
RA-8542024,2026-03-06 11:33:59.499006+00:00,7.8262,9,9.5,10.0,6.3,5.8,7.0,6.3,0.0
RA-14152024,2026-03-06 11:33:59.499006+00:00,7.371245455,10,8.0,9.8,6.3,7.3,6.8,7.1,1.0
RA-8422024,2026-03-06 11:33:59.499006+00:00,7.072914756,10,8.5,7.5,6.3,6.9,7.5,7.0,1.0
RA-7002024,2026-03-06 11:33:59.499006+00:00,7.005745455,11,8.5,9.6,5.6,7.3,5.3,7.0,1.0
RA-14162024,2026-03-06 11:33:59.499006+00:00,7.37550303,12,8.5,8.3,7.5,7.9,7.8,6.4,1.0
RA-9112024,2026-03-06 11:33:59.499006+00:00,5.455245455,12,8.0,4.8,7.5,6.0,4.5,4.7,1.0
RA-8592024,2026-03-06 11:33:59.499006+00:00,8.581790909,9,8.0,9.3,7.5,9.0,8.0,8.3,0.0
RA-8602024,2026-03-06 11:33:59.499006+00:00,8.773866667,9,9.0,9.8,7.5,8.8,8.5,7.9,0.0
RA-7272024,2026-03-06 11:33:59.499006+00:00,8.44700303,10,10.0,8.5,6.3,8.1,8.5,8.1,0.0
RA-14172024,2026-03-06 11:33:59.499006+00:00,7.743624242,10,9.0,9.3,7.5,6.3,9.0,6.5,1.0
RA-9102024,2026-03-06 11:33:59.499006+00:00,8.116381818,9,8.5,8.7,7.5,7.9,7.5,7.4,0.0
RA-8402024,2026-03-06 11:33:59.499006+00:00,8.591290909,10,9.5,9.3,7.5,8.3,8.0,7.9,0.0
RA-9262024,2026-03-06 11:33:59.499006+00:00,7.783078788,10,9.0,9.8,7.5,8.3,7.0,7.2,1.0
RA-14182024,2026-03-06 11:33:59.499006+00:00,7.735290909,11,8.5,9.1,7.5,7.9,8.3,6.8,1.0
RA-9272024,2026-03-06 11:33:59.499006+00:00,7.992169697,10,8.0,9.3,7.5,8.3,6.5,7.2,0.0
RA-6722024,2026-03-06 11:33:59.499006+00:00,4.211813834,11,7.9,4.0,6.3,6.0,0.0,4.5,1.0
RA-10432024,2026-03-06 11:33:59.499006+00:00,7.539847563,11,10.0,8.0,7.5,7.3,8.3,6.6,1.0
RA-7382024,2026-03-06 11:33:59.499006+00:00,7.262698024,10,10.0,7.3,6.9,6.9,7.3,7.4,1.0
RA-14192024,2026-03-06 11:33:59.499006+00:00,8.7537,10,8.5,10.0,7.5,9.0,7.5,8.8,0.0
RA-7042024,2026-03-06 11:33:59.499006+00:00,6.812115679,12,7.5,8.6,5.6,6.5,6.5,6.6,1.0
RA-7052024,2026-03-06 11:33:59.499006+00:00,5.294247619,12,9.0,6.4,5.0,5.6,3.5,4.2,1.0
RA-8222024,2026-03-06 11:33:59.499006+00:00,5.264567852,12,0.0,4.6,5.0,6.7,6.8,6.6,1.0
RA-7402024,2026-03-06 11:33:59.499006+00:00,8.161100527,11,9.0,9.6,7.5,8.5,8.0,8.2,1.0
RA-7412024,2026-03-06 11:33:59.499006+00:00,5.079588537,12,8.4,5.3,5.0,5.8,3.8,4.2,1.0
RA-14202024,2026-03-06 11:33:59.499006+00:00,5.6558,12,7.9,5.5,6.3,6.5,4.5,5.4,1.0
RA-7092024,2026-03-06 11:33:59.499006+00:00,6.833780896,12,7.4,8.0,7.5,6.9,6.0,6.8,1.0
RA-14212024,2026-03-06 11:33:59.499006+00:00,7.126922222,11,9.0,6.8,7.5,6.9,7.5,7.2,1.0
RA-14222024,2026-03-06 11:33:59.499006+00:00,7.0132,11,9.5,7.5,7.5,8.1,4.8,7.7,1.0
RA-14232024,2026-03-06 11:33:59.499006+00:00,6.40345,11,8.5,5.3,7.5,7.8,5.8,6.5,1.0
RA-7332024,2026-03-06 11:33:59.499006+00:00,8.808825,10,10.0,10.0,7.5,8.9,9.3,9.1,1.0
RA-8362024,2026-03-06 11:33:59.499006+00:00,6.023453788,11,9.5,6.4,7.5,7.3,2.8,6.3,1.0
RA-14242024,2026-03-06 11:33:59.499006+00:00,7.554338889,12,9.0,8.9,7.5,7.8,7.3,6.9,1.0
RA-14252024,2026-03-06 11:33:59.499006+00:00,6.82909881,12,9.0,6.8,7.5,7.3,7.0,5.9,1.0
RA-14262024,2026-03-06 11:33:59.499006+00:00,5.836747619,11,9.5,5.8,7.5,7.5,2.8,5.8,1.0
RA-7162024,2026-03-06 11:33:59.499006+00:00,6.237294368,11,9.0,5.5,7.5,6.7,5.8,5.8,1.0
RA-10492024,2026-03-06 11:33:59.499006+00:00,6.821885606,11,9.5,8.0,7.5,7.7,4.5,6.7,1.0
RA-14272024,2026-03-06 11:33:59.499006+00:00,8.425325,11,9.5,10.0,7.5,8.9,8.0,8.7,1.0
RA-10522024,2026-03-06 11:33:59.499006+00:00,7.744032576,10,5.8,9.1,6.3,8.6,8.3,8.5,1.0
RA-7192024,2026-03-06 11:33:59.499006+00:00,7.11939697,12,10.0,7.3,7.5,7.5,6.5,6.7,1.0
RA-10552024,2026-03-06 11:33:59.499006+00:00,6.403040909,12,10.0,5.8,7.5,7.2,5.5,5.9,1.0
RA-7472024,2026-03-06 11:33:59.499006+00:00,5.845080952,12,10.0,8.1,5.0,7.1,2.3,5.3,1.0
RA-9282024,2026-03-06 11:33:59.499006+00:00,8.873366667,9,8.0,10.0,7.5,8.5,8.8,8.6,0.0
RA-7482024,2026-03-06 11:33:59.499006+00:00,8.2272,11,9.5,10.0,7.5,8.8,7.8,8.0,1.0
RA-7692024,2026-03-06 11:33:59.499006+00:00,7.099342857,11,10.0,6.0,7.5,7.9,6.0,8.3,1.0
RA-8762024,2026-03-06 11:33:59.499006+00:00,7.612057143,9,8.5,9.0,7.5,8.3,3.8,8.1,0.0
RA-7762024,2026-03-06 11:33:59.499006+00:00,5.178509524,11,7.9,6.0,5.6,8.3,0.0,6.5,1.0
RA-7532024,2026-03-06 11:33:59.499006+00:00,8.245057143,10,10.0,9.0,7.5,8.3,8.5,8.3,1.0
RA-6012024,2026-03-06 11:33:59.499006+00:00,8.5107,10,9.5,10.0,7.5,8.8,8.8,8.4,1.0
RA-9552024,2026-03-06 11:33:59.499006+00:00,6.245452381,11,0.0,6.9,7.5,8.1,5.8,8.3,1.0
RA-8312024,2026-03-06 11:33:59.499006+00:00,8.006628572,10,10.0,9.5,6.3,7.9,7.8,8.2,1.0
RA-10672024,2026-03-06 11:33:59.499006+00:00,7.840033333,11,10.0,8.3,7.5,8.5,6.8,8.6,1.0
RA-10582024,2026-03-06 11:33:59.499006+00:00,7.703347619,10,9.2,8.1,6.9,8.1,7.8,8.1,1.0
RA-7572024,2026-03-06 11:33:59.499006+00:00,7.938842857,11,9.5,9.3,7.5,8.1,7.0,8.3,1.0
RA-7942024,2026-03-06 11:33:59.499006+00:00,7.145652381,10,9.5,6.9,7.5,8.1,3.0,8.3,0.0
RA-9602024,2026-03-06 11:33:59.499006+00:00,5.286047619,11,0.0,8.1,7.5,7.5,3.0,5.3,1.0
RA-5872024,2026-03-06 11:33:59.499006+00:00,6.817057143,12,9.0,7.4,7.5,7.9,6.3,5.7,1.0
RA-8262024,2026-03-06 11:33:59.499006+00:00,7.9442,10,10.0,10.0,6.3,7.5,6.8,8.6,1.0
RA-7892024,2026-03-06 11:33:59.499006+00:00,8.044390476,9,9.0,9.0,7.5,9.2,5.3,8.1,0.0
RA-10562024,2026-03-06 11:33:59.499006+00:00,8.192009524,10,8.5,9.3,7.5,9.2,8.3,8.3,1.0
RA-14282024,2026-03-06 11:33:59.499006+00:00,8.006108497,10,8.5,8.9,7.5,9.2,8.0,8.1,1.0
RA-8302024,2026-03-06 11:33:59.499006+00:00,7.137342857,11,9.0,7.6,5.6,8.3,6.8,7.3,1.0
RA-7802024,2026-03-06 11:33:59.499006+00:00,7.743033333,11,9.5,10.0,5.6,9.0,6.0,8.2,1.0
RA-10572024,2026-03-06 11:33:59.499006+00:00,8.2352,10,10.0,10.0,6.3,8.8,8.0,8.2,1.0
RA-10622024,2026-03-06 11:33:59.499006+00:00,7.61472381,10,8.0,9.0,5.6,8.8,7.3,8.1,1.0
RA-14292024,2026-03-06 11:33:59.499006+00:00,8.041811111,11,9.5,8.9,7.5,9.0,7.8,8.1,1.0
RA-14302024,2026-03-06 11:33:59.499006+00:00,7.864033333,11,8.5,10.0,7.5,9.0,6.3,8.1,1.0
RA-7672024,2026-03-06 11:33:59.499006+00:00,8.131890476,12,9.5,9.0,7.5,8.5,8.3,8.1,1.0
RA-9432024,2026-03-06 11:33:59.499006+00:00,8.965033333,9,10.0,10.0,7.5,9.0,8.0,8.6,0.0
RA-7822024,2026-03-06 11:33:59.499006+00:00,8.189628571,10,9.5,7.9,7.5,7.5,7.8,8.1,0.0
RA-7952024,2026-03-06 11:33:59.499006+00:00,8.441414286,10,9.5,9.8,6.3,9.0,9.5,8.1,1.0
RA-14312024,2026-03-06 11:33:59.499006+00:00,7.914729244,11,9.0,7.7,7.5,8.0,8.0,9.1,1.0
RA-14322024,2026-03-06 11:33:59.499006+00:00,8.774075,10,10.0,10.0,7.5,9.2,9.5,8.5,1.0
RA-14332024,2026-03-06 11:33:59.499006+00:00,8.193989596,10,8.5,9.1,7.5,8.3,8.8,8.5,1.0
RA-14342024,2026-03-06 11:33:59.499006+00:00,8.277598292,10,8.5,8.0,6.3,9.5,9.0,9.8,1.0
RA-9582024,2026-03-06 11:33:59.499006+00:00,9.531325,9,10.0,10.0,6.3,9.5,10.0,9.8,0.0
RA-9612024,2026-03-06 11:33:59.499006+00:00,6.529417909,10,9.0,8.9,6.3,5.9,5.5,5.2,1.0
RA-14352024,2026-03-06 11:33:59.499006+00:00,7.719616667,10,9.5,7.8,7.5,7.2,7.5,6.2,0.0
RA-7552024,2026-03-06 11:33:59.499006+00:00,8.92545,10,10.0,10.0,7.5,9.1,9.8,9.1,1.0
RA-14362024,2026-03-06 11:33:59.499006+00:00,7.589914648,11,7.4,8.7,7.5,8.3,8.0,7.2,1.0
RA-14372024,2026-03-06 11:33:59.499006+00:00,7.982890217,11,8.5,9.3,7.5,8.3,8.0,7.9,1.0
RA-14382024,2026-03-06 11:33:59.499006+00:00,8.176825,10,10.0,9.0,7.5,8.9,7.0,9.2,1.0
RA-14392024,2026-03-06 11:33:59.499006+00:00,8.5077,11,7.5,10.0,7.5,9.4,8.5,9.3,1.0
RA-14402024,2026-03-06 11:33:59.499006+00:00,7.469102692,10,9.0,9.5,7.5,8.8,4.5,8.2,1.0
RA-14412024,2026-03-06 11:33:59.499006+00:00,8.96164617,9,9.5,9.1,7.5,9.4,8.5,9.0,0.0
RA-14422024,2026-03-06 11:33:59.499006+00:00,7.135189648,13,8.0,8.7,7.5,7.5,7.3,5.7,1.0
RA-14432024,2026-03-06 11:33:59.499006+00:00,6.921633333,13,6.9,7.5,6.3,7.7,6.8,7.4,1.0
RA-14442024,2026-03-06 11:33:59.499006+00:00,6.610588889,11,8.5,5.3,7.5,7.7,6.0,7.4,1.0
RA-9562024,2026-03-06 11:33:59.499006+00:00,6.117590646,12,9.5,6.0,6.9,7.1,3.3,7.1,1.0
RA-9522024,2026-03-06 11:33:59.499006+00:00,8.853624242,9,9.5,9.5,6.3,8.3,8.5,9.2,0.0
RA-9392024,2026-03-06 11:33:59.499006+00:00,7.051379842,12,9.0,8.9,5.6,8.1,5.0,7.5,1.0
RA-9532024,2026-03-06 11:33:59.499006+00:00,7.961241502,9,9.0,6.9,6.3,8.1,8.5,7.8,0.0
RA-9542024,2026-03-06 11:33:59.499006+00:00,8.282379842,9,9.5,8.9,6.3,8.1,7.8,7.8,0.0
RA-7922024,2026-03-06 11:33:59.499006+00:00,6.036012253,11,8.5,5.3,7.5,8.1,3.3,7.1,1.0
RA-10002024,2026-03-06 11:33:59.499006+00:00,8.364790909,9,9.0,9.5,6.3,8.1,7.8,7.8,0.0
RA-7632024,2026-03-06 11:33:59.499006+00:00,6.984760606,11,9.0,8.9,6.3,7.7,5.3,6.8,1.0
RA-10012024,2026-03-06 11:33:59.499006+00:00,7.796431884,10,7.5,9.3,7.5,7.9,7.8,7.9,1.0
RA-14452024,2026-03-06 11:33:59.499006+00:00,7.842866667,10,9.5,9.5,7.5,7.9,7.3,7.5,1.0
RA-14462024,2026-03-06 11:33:59.499006+00:00,5.900406192,9,8.0,6.7,6.3,7.3,0.0,7.1,0.0
RA-7682024,2026-03-06 11:33:59.499006+00:00,7.034537945,12,9.0,8.0,6.3,8.1,5.5,7.5,1.0
RA-14472024,2026-03-06 11:33:59.499006+00:00,7.540235088,11,9.5,9.7,7.5,7.9,5.3,7.8,1.0
RA-9802024,2026-03-06 11:33:59.499006+00:00,7.946388312,9,9.0,9.1,7.5,7.5,6.3,7.4,0.0
RA-9822024,2026-03-06 11:33:59.499006+00:00,8.119860173,8,10.0,8.4,7.5,6.9,8.3,6.8,0.0
RA-14482024,2026-03-06 11:33:59.499006+00:00,7.466126407,13,9.0,9.5,7.5,7.5,6.0,7.3,1.0
RA-10702024,2026-03-06 11:33:59.499006+00:00,6.287171862,12,9.0,9.3,5.6,6.9,2.3,6.6,1.0
RA-9852024,2026-03-06 11:33:59.499006+00:00,8.2432,9,8.5,10.0,6.3,7.5,7.5,7.6,0.0
RA-9862024,2026-03-06 11:33:59.499006+00:00,8.260340693,9,10.0,9.3,6.3,7.1,8.5,6.8,0.0
RA-8102024,2026-03-06 11:33:59.499006+00:00,7.704770175,10,7.5,9.5,5.6,6.5,9.0,7.8,1.0
RA-9872024,2026-03-06 11:33:59.499006+00:00,8.302886147,9,9.0,9.1,7.5,7.7,7.5,7.8,0.0
RA-9882024,2026-03-06 11:33:59.499006+00:00,8.176533333,10,9.5,10.0,7.5,8.3,7.8,8.0,1.0
RA-8052024,2026-03-06 11:33:59.499006+00:00,6.937586905,10,8.5,9.5,4.4,7.0,6.0,6.7,1.0
RA-8062024,2026-03-06 11:33:59.499006+00:00,6.972777381,10,8.5,6.9,7.5,7.7,6.8,6.9,1.0
RA-8072024,2026-03-06 11:33:59.499006+00:00,7.797628571,10,9.0,7.9,7.5,7.5,7.0,7.1,0.0
RA-8082024,2026-03-06 11:33:59.499006+00:00,8.7897,10,9.0,10.0,7.5,8.1,8.8,7.9,0.0
RA-9632024,2026-03-06 11:33:59.499006+00:00,8.375080952,10,7.5,9.8,7.5,8.1,7.5,8.0,0.0
RA-9892024,2026-03-06 11:33:59.499006+00:00,7.374378571,10,9.5,7.9,6.3,7.2,6.0,6.5,0.0
RA-9642024,2026-03-06 11:33:59.499006+00:00,7.548241667,10,9.5,8.3,7.5,8.0,7.3,7.2,1.0
RA-14492024,2026-03-06 11:33:59.499006+00:00,7.214341667,10,7.4,8.3,7.5,8.0,6.8,7.0,1.0
RA-8012024,2026-03-06 11:33:59.499006+00:00,6.6752,10,9.0,5.8,7.5,6.3,8.0,5.7,1.0
RA-14502024,2026-03-06 11:33:59.499006+00:00,7.405235714,9,9.5,8.6,7.5,7.8,3.5,7.5,0.0
RA-9842024,2026-03-06 11:33:59.499006+00:00,8.475080952,9,9.5,9.8,7.5,8.1,7.0,8.0,0.0
RA-14512024,2026-03-06 11:33:59.499006+00:00,7.560479762,11,10.0,8.8,7.5,8.0,6.0,7.8,1.0
RA-9672024,2026-03-06 11:33:59.499006+00:00,5.442610714,11,9.5,3.6,7.5,5.8,4.8,5.0,1.0
RA-9682024,2026-03-06 11:33:59.499006+00:00,7.840354762,10,9.0,8.8,7.5,8.4,7.8,7.7,1.0
RA-5212024,2026-03-06 11:33:59.499006+00:00,7.479842857,11,8.0,9.0,5.0,6.7,6.3,7.3,0.0
RA-8212024,2026-03-06 11:33:59.499006+00:00,6.643866667,11,8.5,5.9,7.5,6.7,4.3,6.7,0.0
RA-10752024,2026-03-06 11:33:59.499006+00:00,6.810081232,13,7.5,8.5,3.8,7.7,6.0,7.6,1.0
RA-10822024,2026-03-06 11:33:59.499006+00:00,6.611485714,13,7.5,7.6,10.0,7.1,3.8,6.9,1.0
RA-6802024,2026-03-06 11:33:59.499006+00:00,4.980071429,12,0.0,6.6,5.6,6.7,3.0,6.6,1.0
RA-6982024,2026-03-06 11:33:59.499006+00:00,7.336319048,10,9.0,8.3,6.9,7.3,4.5,7.3,0.0
RA-14522024,2026-03-06 11:33:59.499006+00:00,8.626866667,12,9.0,10.0,7.5,7.9,7.8,8.2,0.0
RA-14532024,2026-03-06 11:33:59.499006+00:00,7.123485714,12,8.5,7.8,6.3,7.5,6.5,7.7,1.0
RA-14542024,2026-03-06 11:33:59.499006+00:00,7.70422381,10,8.0,5.9,7.5,7.7,7.8,8.3,0.0
RA-14552024,2026-03-06 11:33:59.499006+00:00,6.644255556,12,8.0,7.8,7.5,7.7,3.5,7.8,1.0
RA-5292024,2026-03-06 11:33:59.499006+00:00,5.266128572,14,7.0,6.6,4.4,4.8,4.3,4.9,1.0
RA-14562024,2026-03-06 11:33:59.499006+00:00,8.492914286,11,9.5,9.5,7.5,7.5,7.8,7.9,0.0
RA-10152024,2026-03-06 11:33:59.499006+00:00,6.643252381,11,7.9,7.8,7.5,6.0,4.0,5.7,0.0
RA-4832024,2026-03-06 11:33:59.499006+00:00,6.578604762,13,8.5,5.6,6.3,8.1,5.3,8.1,1.0
RA-4972024,2026-03-06 11:33:59.499006+00:00,4.496080952,15,7.5,6.1,5.6,5.6,1.0,3.5,1.0
RA-14572024,2026-03-06 11:33:59.499006+00:00,6.01977619,12,3.5,8.0,7.5,7.3,2.8,7.7,1.0
RA-6882024,2026-03-06 11:33:59.499006+00:00,8.986533333,11,9.5,10.0,8.1,8.3,7.5,9.5,0.0
RA-6962024,2026-03-06 11:33:59.499006+00:00,7.482680952,10,7.4,7.8,7.5,7.7,5.3,8.0,0.0
RA-14582024,2026-03-06 11:33:59.499006+00:00,5.879073684,12,8.8,7.3,7.5,6.0,3.3,5.2,1.0
RA-10342024,2026-03-06 11:33:59.499006+00:00,8.033366667,11,7.5,8.1,7.5,7.7,7.5,8.2,0.0
RA-4912024,2026-03-06 11:33:59.499006+00:00,6.995247619,12,7.5,9.0,7.5,7.1,5.3,7.2,1.0
RA-10272024,2026-03-06 11:33:59.499006+00:00,8.220866667,11,9.5,10.0,7.5,7.9,5.3,8.4,0.0
RA-10232024,2026-03-06 11:33:59.499006+00:00,9.498580952,10,9.5,9.5,9.4,9.0,9.5,9.6,0.0
RA-6862024,2026-03-06 11:33:59.499006+00:00,8.040259524,11,8.0,8.8,6.9,8.4,7.3,7.5,0.0
RA-4802024,2026-03-06 11:33:59.499006+00:00,7.260202381,12,6.3,8.1,7.5,7.8,5.0,7.4,0.0
RA-14592024,2026-03-06 11:33:59.499006+00:00,6.665390476,12,8.0,8.3,7.5,7.5,3.8,7.3,1.0
RA-14602024,2026-03-06 11:33:59.499006+00:00,6.784805263,12,9.5,7.5,7.5,6.9,3.3,6.3,0.0
RA-10172024,2026-03-06 11:33:59.499006+00:00,7.345521429,12,9.5,7.8,6.3,7.2,5.0,7.4,0.0
RA-4992024,2026-03-06 11:33:59.499006+00:00,7.57947381,12,8.5,9.0,7.5,7.2,4.8,7.5,0.0
RA-5142024,2026-03-06 11:33:59.499006+00:00,6.219580952,11,9.0,7.6,4.4,5.6,3.0,6.0,0.0
RA-14612024,2026-03-06 11:33:59.499006+00:00,6.871961905,12,10.0,9.3,7.5,7.5,2.8,7.3,1.0
RA-14622024,2026-03-06 11:33:59.499006+00:00,7.624366667,13,8.5,10.0,7.5,8.1,6.5,7.1,1.0
RA-14632024,2026-03-06 11:33:59.499006+00:00,9.074561111,12,8.5,9.7,7.5,9.1,10.0,8.1,0.0
RA-14642024,2026-03-06 11:33:59.499006+00:00,7.288424359,13,8.0,7.8,7.5,9.1,6.3,7.6,1.0
RA-6872024,2026-03-06 11:33:59.499006+00:00,8.273984461,11,7.5,9.2,7.5,8.8,7.3,8.0,0.0
RA-10302024,2026-03-06 11:33:59.499006+00:00,7.740191604,12,7.4,8.3,4.4,7.8,8.0,7.6,0.0
RA-14652024,2026-03-06 11:33:59.499006+00:00,7.334466667,12,7.4,8.8,7.5,8.8,5.8,7.8,1.0
RA-5222024,2026-03-06 11:33:59.499006+00:00,8.677711905,11,8.0,9.5,7.5,8.4,9.0,7.9,0.0
RA-5012024,2026-03-06 11:33:59.499006+00:00,8.277947494,11,7.0,8.0,7.5,8.4,8.8,8.2,0.0
RA-14662024,2026-03-06 11:33:59.499006+00:00,8.21372381,12,10.0,7.4,7.5,8.8,7.5,8.1,0.0
RA-5022024,2026-03-06 11:33:59.499006+00:00,8.502330952,10,9.0,9.8,3.8,9.1,8.0,8.8,0.0
RA-14672024,2026-03-06 11:33:59.499006+00:00,8.836711278,12,9.0,9.0,7.5,8.8,9.3,8.3,0.0
RA-14682024,2026-03-06 11:33:59.499006+00:00,8.128102882,12,8.5,9.0,7.5,8.4,7.0,7.4,0.0
RA-5272024,2026-03-06 11:33:59.499006+00:00,8.140366667,11,9.0,10.0,7.5,8.1,6.0,7.4,0.0
RA-14692024,2026-03-06 11:33:59.499006+00:00,7.459755556,13,8.5,9.4,7.5,8.8,4.8,8.2,1.0
RA-14702024,2026-03-06 11:33:59.499006+00:00,5.967421532,12,8.0,6.4,6.3,6.9,5.0,5.4,1.0
RA-14712024,2026-03-06 11:33:59.499006+00:00,7.404455435,13,10.0,7.2,7.5,7.7,7.5,7.2,1.0
RA-7102024,2026-03-06 11:33:59.499006+00:00,7.036624134,12,9.2,8.2,5.6,7.7,6.8,6.5,1.0
RA-14722024,2026-03-06 11:33:59.499006+00:00,8.773575,11,8.5,10.0,7.5,8.0,8.8,8.1,0.0
RA-8372024,2026-03-06 11:33:59.499006+00:00,7.964846739,10,7.5,9.8,6.9,7.0,6.8,7.6,0.0
RA-5492024,2026-03-06 11:33:59.499006+00:00,6.539818789,12,10.0,7.2,6.3,6.4,5.8,5.9,1.0
RA-5712024,2026-03-06 11:33:59.499006+00:00,6.296455435,13,7.0,8.7,4.4,7.0,5.3,5.8,1.0
RA-7312024,2026-03-06 11:33:59.499006+00:00,4.770487338,12,9.5,4.2,4.4,5.8,2.5,4.8,1.0
RA-7062024,2026-03-06 11:33:59.499006+00:00,5.870196429,11,0.0,7.1,6.3,7.7,3.3,7.0,0.0
RA-7072024,2026-03-06 11:33:59.499006+00:00,6.497561842,12,7.9,7.7,4.4,6.4,6.5,6.4,1.0
RA-10442024,2026-03-06 11:33:59.499006+00:00,7.966711905,11,7.5,9.5,7.5,7.2,7.0,7.2,0.0
RA-10542024,2026-03-06 11:33:59.499006+00:00,6.985788509,13,9.5,7.3,7.5,7.2,6.3,6.8,1.0
RA-7212024,2026-03-06 11:33:59.499006+00:00,8.898602692,10,9.0,9.5,8.1,8.8,8.3,8.8,0.0
RA-14732024,2026-03-06 11:33:59.499006+00:00,6.689320601,13,9.5,8.4,5.6,6.6,5.3,6.4,1.0
RA-7352024,2026-03-06 11:33:59.499006+00:00,7.788846739,12,8.0,9.8,6.3,7.7,8.0,7.7,1.0
RA-7122024,2026-03-06 11:33:59.499006+00:00,6.223637371,13,7.5,6.0,5.6,6.6,6.8,6.0,1.0
RA-11032024,2026-03-06 11:33:59.499006+00:00,7.861995031,11,8.5,7.8,7.5,7.5,7.3,7.5,0.0
RA-5702024,2026-03-06 11:33:59.499006+00:00,6.813364079,12,8.0,8.0,5.6,7.2,6.8,6.4,1.0
